TOTAL LOAD & VER GENERATION IN THE BPA CONTROL AREA (Balancing Authority Area),,,,,,,,,,,,
Date/Time,Date/Time (UTC),TOTAL WIND BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187517,TOTAL WIND BASEPOINT (FORECAST) IN BPA CONTROL AREA (MW; SCADA 103349,TOTAL WIND GENERATION  IN BPA CONTROL AREA (MW; SCADA 79687),TOTAL BPA CONTROL AREA LOAD (MW; SCADA 45583),TOTAL HYDRO GENERATION (MW; SCADA 79682),TOTAL FOSSIL/BIOMASS GENERATION (MW; SCADA 164377),TOTAL NUCLEAR GENERATION (MW; 70681),NET INTERCHANGE (MW; SCADA 45581),TOTAL SOLAR BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187513),TOTAL SOLAR Basepoint (FORECAST) IN BPA CONTROL AREA (MW; SCADA 177165),TOTAL SOLAR GENERATION  IN BPA CONTROL AREA (MW; SCADA 142383)
11/08/24 07:35,11/08/24 15:35,1,1,1,7740,9331,940,1154,3715,34,30,28
11/08/24 07:40,11/08/24 15:40,1,1,1,7711,9318,941,1154,3736,34,32,33
11/08/24 07:45,11/08/24 15:45,1,1,1,7697,9334,939,1158,3773,34,39,38
11/08/24 07:50,11/08/24 15:50,1,1,1,7702,9317,942,1152,3747,35,44,37
11/08/24 07:55,11/08/24 15:55,1,1,1,7761,9240,938,1152,3604,45,49,35
11/08/24 08:00,11/08/24 16:00,1,1,1,7696,8987,940,1154,3423,56,52,39
11/08/24 08:05,11/08/24 16:05,1,1,1,7742,8834,942,1152,3229,68,55,43
11/08/24 08:10,11/08/24 16:10,1,1,1,7719,8648,939,1153,3072,79,61,49
11/08/24 08:15,11/08/24 16:15,1,1,1,7695,8530,936,1152,2984,79,63,58
11/08/24 08:20,11/08/24 16:20,1,1,1,7690,8506,939,1155,2980,79,66,69
11/08/24 08:25,11/08/24 16:25,1,1,1,7663,8610,938,1152,3129,79,69,88
11/08/24 08:30,11/08/24 16:30,1,1,1,7609,8572,937,1153,3147,79,73,93
11/08/24 08:35,11/08/24 16:35,1,1,1,7500,8376,937,1157,3067,79,77,95
11/08/24 08:40,11/08/24 16:40,1,1,1,7491,8278,938,1152,2969,79,75,91
11/08/24 08:45,11/08/24 16:45,1,1,1,7437,8243,938,1152,2995,79,79,98
11/08/24 08:50,11/08/24 16:50,1,1,1,7506,8262,940,1153,2949,80,84,99
11/08/24 08:55,11/08/24 16:55,1,1,1,7500,8049,933,1155,2734,84,87,96
11/08/24 09:00,11/08/24 17:00,1,1,1,7468,7842,930,1156,2555,89,89,94
11/08/24 09:05,11/08/24 17:05,1,1,1,7426,7678,919,1149,2415,94,90,93
11/08/24 09:10,11/08/24 17:10,1,1,1,7440,7607,917,1152,2335,99,92,98
11/08/24 09:15,11/08/24 17:15,1,1,1,7313,7441,917,1152,2299,99,92,102
11/08/24 09:20,11/08/24 17:20,1,1,1,7313,7464,915,1152,2325,99,95,105
11/08/24 09:25,11/08/24 17:25,2,1,1,7295,7386,913,1152,2257,99,98,100
11/08/24 09:30,11/08/24 17:30,2,1,1,7200,7388,914,1152,2358,99,102,103
11/08/24 09:35,11/08/24 17:35,2,1,1,7183,7320,911,1156,2313,99,105,107
11/08/24 09:40,11/08/24 17:40,2,1,1,7133,7411,915,1149,2449,99,107,106
11/08/24 09:45,11/08/24 17:45,2,1,1,7175,7335,912,1152,2330,98,107,105
11/08/24 09:50,11/08/24 17:50,2,1,1,7095,7295,913,1152,2370,98,106,104
11/08/24 09:55,11/08/24 17:55,2,1,1,7175,7201,912,1152,2194,98,106,103
11/08/24 10:00,11/08/24 18:00,2,1,1,7046,7093,912,1154,2215,98,104,102
11/08/24 10:05,11/08/24 18:05,2,1,1,7119,7080,911,1152,2126,97,103,101
11/08/24 10:10,11/08/24 18:10,2,1,1,7072,7033,914,1152,2128,96,101,100
11/08/24 10:15,11/08/24 18:15,2,1,1,7038,6974,915,1155,2107,96,100,100
11/08/24 10:20,11/08/24 18:20,2,1,1,6998,6988,914,1146,2150,96,98,98
11/08/24 10:25,11/08/24 18:25,2,1,1,6898,6888,917,1149,2154,96,98,97
11/08/24 10:30,11/08/24 18:30,2,1,1,6882,6907,918,1152,2192,96,96,96
11/08/24 10:35,11/08/24 18:35,2,1,1,6946,6907,914,1150,2121,96,95,95
11/08/24 10:40,11/08/24 18:40,2,1,1,6831,6827,916,1149,2157,96,95,94
11/08/24 10:45,11/08/24 18:45,2,0,1,6900,6818,915,1149,2076,96,94,93
11/08/24 10:50,11/08/24 18:50,3,0,1,6834,6755,913,1149,2078,95,94,92
11/08/24 10:55,11/08/24 18:55,3,0,1,6804,6744,912,1153,2098,89,94,91
11/08/24 11:00,11/08/24 19:00,3,0,2,6775,6653,916,1154,2042,82,93,91
11/08/24 11:05,11/08/24 19:05,3,2,3,6791,6613,913,1149,1955,74,92,67
11/08/24 11:10,11/08/24 19:10,4,3,4,6761,6552,917,1147,1925,67,90,67
11/08/24 11:15,11/08/24 19:15,4,2,4,6635,6503,914,1147,1999,67,89,66
11/08/24 11:20,11/08/24 19:20,4,3,6,6609,6465,914,1148,1990,67,87,66
11/08/24 11:25,11/08/24 19:25,4,4,6,6698,6509,917,1149,1950,67,85,65
11/08/24 11:30,11/08/24 19:30,4,5,6,6641,6482,914,1153,1979,67,82,64
11/08/24 11:35,11/08/24 19:35,4,5,6,6595,6494,917,1148,2034,67,80,65
11/08/24 11:40,11/08/24 19:40,4,6,5,6643,6459,916,1148,1948,67,79,62
11/08/24 11:45,11/08/24 19:45,5,6,4,6652,6521,917,1146,2001,67,78,64
11/08/24 11:50,11/08/24 19:50,5,5,3,6612,6496,915,1146,2014,68,77,64
11/08/24 11:55,11/08/24 19:55,5,4,2,6559,6532,911,1147,2097,72,76,64
11/08/24 12:00,11/08/24 20:00,5,3,2,6501,6424,904,1149,2045,77,74,66
11/08/24 12:05,11/08/24 20:05,5,3,2,6447,6313,900,1147,1981,83,73,64
11/08/24 12:10,11/08/24 20:10,6,3,2,6487,6313,894,1152,1939,88,71,64
11/08/24 12:15,11/08/24 20:15,6,2,2,6492,6335,894,1152,1956,88,72,65
11/08/24 12:20,11/08/24 20:20,6,2,2,6412,6327,892,1146,2023,88,72,66
11/08/24 12:25,11/08/24 20:25,6,2,2,6470,6324,895,1146,1961,88,72,65
11/08/24 12:30,11/08/24 20:30,6,1,2,6475,6309,892,1153,1946,88,73,63
11/08/24 12:35,11/08/24 20:35,6,2,4,6431,6354,892,1146,2028,88,72,61
11/08/24 12:40,11/08/24 20:40,6,2,4,6445,6380,894,1147,2046,88,72,66
11/08/24 12:45,11/08/24 20:45,7,3,6,6337,6309,894,1148,2088,87,73,67
11/08/24 12:50,11/08/24 20:50,7,5,6,6343,6308,894,1152,2084,87,73,66
11/08/24 12:55,11/08/24 20:55,7,6,6,6336,6184,895,1147,1968,86,73,70
11/08/24 13:00,11/08/24 21:00,8,6,9,6305,5849,893,1146,1662,85,74,69
11/08/24 13:05,11/08/24 21:05,9,7,10,6334,5643,893,1150,1431,83,74,66
11/08/24 13:10,11/08/24 21:10,10,9,10,6295,5615,893,1147,1441,81,74,68
11/08/24 13:15,11/08/24 21:15,10,11,10,6305,5724,894,1152,1543,81,73,66
11/08/24 13:20,11/08/24 21:20,10,12,8,6301,5652,890,1152,1474,81,74,71
11/08/24 13:25,11/08/24 21:25,10,11,7,6282,5724,893,1152,1557,81,74,62
11/08/24 13:30,11/08/24 21:30,10,9,8,6234,5741,892,1152,1622,81,74,61
11/08/24 13:35,11/08/24 21:35,10,8,11,6245,5701,890,1146,1574,81,75,69
11/08/24 13:40,11/08/24 21:40,10,8,10,6236,5667,891,1144,1550,81,71,73
11/08/24 13:45,11/08/24 21:45,11,10,11,6234,5630,891,1149,1523,80,72,74
11/08/24 13:50,11/08/24 21:50,11,11,13,6199,5662,894,1147,1584,80,75,66
11/08/24 13:55,11/08/24 21:55,11,10,14,6200,5714,893,1152,1641,79,76,67
11/08/24 14:00,11/08/24 22:00,11,11,17,6181,5681,891,1152,1627,77,78,67
11/08/24 14:05,11/08/24 22:05,11,14,19,6191,5967,894,1146,1900,74,78,64
11/08/24 14:10,11/08/24 22:10,12,14,23,6198,6028,893,1145,1965,72,76,73
11/08/24 14:15,11/08/24 22:15,12,17,26,6189,6084,893,1144,2029,72,75,71
11/08/24 14:20,11/08/24 22:20,12,20,28,6217,6154,891,1146,2074,72,75,70
11/08/24 14:25,11/08/24 22:25,12,25,27,6160,6077,890,1147,2048,72,75,67
11/08/24 14:30,11/08/24 22:30,12,28,27,6180,6070,891,1145,2030,72,77,76
11/08/24 14:35,11/08/24 22:35,12,26,25,6186,6023,893,1152,1982,72,75,74
11/08/24 14:40,11/08/24 22:40,12,25,23,6164,6040,895,1146,2014,72,72,73
11/08/24 14:45,11/08/24 22:45,13,28,20,6177,6064,890,1146,2000,72,74,56
11/08/24 14:50,11/08/24 22:50,13,25,18,6204,6102,892,1147,2006,71,70,49
11/08/24 14:55,11/08/24 22:55,14,21,21,6174,6145,892,1144,2073,65,59,44
11/08/24 15:00,11/08/24 23:00,15,20,20,6179,6152,893,1152,2085,58,52,47
11/08/24 15:05,11/08/24 23:05,17,20,17,6203,6223,893,1152,2132,51,51,48
11/08/24 15:10,11/08/24 23:10,19,20,16,6207,6313,894,1146,2203,44,52,40
11/08/24 15:15,11/08/24 23:15,19,19,15,6221,6330,893,1152,2208,44,51,38
11/08/24 15:20,11/08/24 23:20,19,17,14,6221,6385,892,1144,2248,44,46,32
11/08/24 15:25,11/08/24 23:25,19,16,15,6260,6345,893,1146,2173,44,39,32
11/08/24 15:30,11/08/24 23:30,19,15,17,6244,6469,893,1146,2310,44,35,28
11/08/24 15:35,11/08/24 23:35,19,16,16,6250,6515,892,1147,2345,44,34,23
11/08/24 15:40,11/08/24 23:40,19,17,16,6260,6741,889,1146,2552,44,31,19
11/08/24 15:45,11/08/24 23:45,20,17,17,6277,6732,890,1149,2527,43,25,15
11/08/24 15:50,11/08/24 23:50,20,17,18,6307,6765,888,1152,2532,43,23,15
11/08/24 15:55,11/08/24 23:55,20,16,19,6297,6923,907,1146,2710,43,19,11
11/08/24 16:00,11/09/24 00:00,21,17,23,6366,7528,924,1146,3264,41,15,8
11/08/24 16:05,11/09/24 00:05,22,18,25,6381,7687,929,1146,3443,40,13,37
11/08/24 16:10,11/09/24 00:10,23,21,29,6399,8028,932,1146,3772,38,9,35
11/08/24 16:15,11/09/24 00:15,23,24,29,6411,8218,930,1147,3948,38,8,33
11/08/24 16:20,11/09/24 00:20,23,27,30,6505,8392,930,1145,4025,38,5,31
11/08/24 16:25,11/09/24 00:25,23,29,28,6531,8641,931,1152,4252,38,1,30
11/08/24 16:30,11/09/24 00:30,23,29,26,6566,8576,931,1146,4142,38,0,29
11/08/24 16:35,11/09/24 00:35,23,29,22,6602,8611,930,1146,4139,38,0,29
11/08/24 16:40,11/09/24 00:40,23,28,19,6654,8674,930,1152,4151,38,0,29
11/08/24 16:45,11/09/24 00:45,22,23,17,6661,8633,929,1152,4099,37,0,28
11/08/24 16:50,11/09/24 00:50,22,20,12,6705,8612,933,1150,4031,37,0,28
11/08/24 16:55,11/09/24 00:55,21,20,9,6749,8665,932,1148,4034,37,0,28
11/08/24 17:00,11/09/24 01:00,19,15,7,6800,8931,932,1152,4251,36,0,28
11/08/24 17:05,11/09/24 01:05,16,12,5,6817,9084,933,1146,4379,35,0,28
11/08/24 17:10,11/09/24 01:10,14,8,5,6844,9162,932,1152,4436,34,0,28
11/08/24 17:15,11/09/24 01:15,14,6,6,6867,9278,932,1146,4524,34,0,28
11/08/24 17:20,11/09/24 01:20,14,5,6,6870,9219,933,1145,4463,34,0,28
11/08/24 17:25,11/09/24 01:25,14,6,4,6882,9200,932,1146,4429,34,0,28
11/08/24 17:30,11/09/24 01:30,14,6,4,6880,9248,932,1147,4479,34,0,28
11/08/24 17:35,11/09/24 01:35,14,5,3,6888,9240,933,1146,4463,34,0,28
11/08/24 17:40,11/09/24 01:40,14,3,2,6908,9298,931,1149,4502,34,0,28
11/08/24 17:45,11/09/24 01:45,13,3,2,6897,9293,932,1149,4509,34,0,28
11/08/24 17:50,11/09/24 01:50,13,4,2,6881,9258,937,1152,4497,34,0,28
11/08/24 17:55,11/09/24 01:55,13,4,2,6898,9288,935,1153,4509,34,0,28
11/08/24 18:00,11/09/24 02:00,12,3,2,6854,9171,934,1149,4431,34,0,28
11/08/24 18:05,11/09/24 02:05,10,3,2,6879,8910,933,1150,4145,34,0,28
11/08/24 18:10,11/09/24 02:10,9,2,1,6846,8847,933,1152,4117,34,0,28
11/08/24 18:15,11/09/24 02:15,9,1,1,6833,8806,936,1148,4087,34,0,28
11/08/24 18:20,11/09/24 02:20,9,2,1,6832,8879,933,1154,4163,34,0,28
11/08/24 18:25,11/09/24 02:25,9,2,1,6781,8755,934,1154,4092,34,0,28
11/08/24 18:30,11/09/24 02:30,9,1,1,6837,8921,935,1152,4201,34,0,28
11/08/24 18:35,11/09/24 02:35,9,1,1,6803,8914,934,1148,4224,34,0,28
11/08/24 18:40,11/09/24 02:40,9,1,1,6819,8921,933,1155,4220,34,0,28
11/08/24 18:45,11/09/24 02:45,8,1,1,6819,8968,934,1152,4264,33,0,28
11/08/24 18:50,11/09/24 02:50,8,1,1,6787,8934,933,1149,4257,33,0,27
11/08/24 18:55,11/09/24 02:55,7,0,1,6784,8876,934,1149,4201,29,0,24
11/08/24 19:00,11/09/24 03:00,5,0,1,6751,8798,933,1149,4158,25,0,28
11/08/24 19:05,11/09/24 03:05,3,0,1,6735,8765,935,1152,4128,20,0,10
11/08/24 19:10,11/09/24 03:10,1,1,1,6753,8692,938,1150,4038,15,0,10
11/08/24 19:15,11/09/24 03:15,1,1,1,6731,8582,934,1149,3945,15,0,10
11/08/24 19:20,11/09/24 03:20,1,1,1,6711,8624,934,1152,4009,15,0,10
11/08/24 19:25,11/09/24 03:25,1,1,1,6692,8674,934,1152,4078,15,0,10
11/08/24 19:30,11/09/24 03:30,1,1,1,6688,8589,932,1152,3997,15,0,10
11/08/24 19:35,11/09/24 03:35,1,1,1,6690,8682,933,1155,4090,15,0,10
11/08/24 19:40,11/09/24 03:40,1,1,1,6670,8675,934,1152,4102,15,0,10
11/08/24 19:45,11/09/24 03:45,1,1,1,6652,8642,934,1152,4086,15,0,9
11/08/24 19:50,11/09/24 03:50,1,1,1,6659,8640,934,1152,4077,14,0,9
11/08/24 19:55,11/09/24 03:55,1,1,1,6661,8610,934,1152,4044,12,0,8
11/08/24 20:00,11/09/24 04:00,1,1,1,6640,8525,934,1152,3979,10,0,7
11/08/24 20:05,11/09/24 04:05,1,1,1,6644,8545,933,1152,3987,7,0,0
11/08/24 20:10,11/09/24 04:10,1,0,1,6619,8412,934,1152,3879,4,0,0
11/08/24 20:15,11/09/24 04:15,1,1,1,6607,8369,933,1156,3852,4,0,0
11/08/24 20:20,11/09/24 04:20,1,1,1,6599,8384,933,1152,3873,4,0,0
11/08/24 20:25,11/09/24 04:25,1,1,1,6597,8388,933,1152,3877,4,0,0
11/08/24 20:30,11/09/24 04:30,1,1,1,6592,8398,932,1150,3889,4,0,0
11/08/24 20:35,11/09/24 04:35,1,1,1,6585,8400,934,1154,3904,4,0,0
11/08/24 20:40,11/09/24 04:40,1,1,1,6536,8331,935,1155,3886,4,0,0
11/08/24 20:45,11/09/24 04:45,1,1,1,6539,8462,934,1152,4012,3,0,0
11/08/24 20:50,11/09/24 04:50,1,2,1,6528,8346,936,1157,3911,3,0,0
11/08/24 20:55,11/09/24 04:55,1,1,1,6531,8274,936,1149,3830,3,0,0
11/08/24 21:00,11/09/24 05:00,1,1,1,6499,8076,934,1152,3664,2,0,0
11/08/24 21:05,11/09/24 05:05,1,1,1,6464,7821,932,1152,3444,1,0,0
11/08/24 21:10,11/09/24 05:10,1,1,1,6445,7741,932,1155,3385,0,0,0
11/08/24 21:15,11/09/24 05:15,1,2,1,6422,7640,933,1152,3304,,0,0
11/08/24 21:20,11/09/24 05:20,1,2,1,6393,7643,933,1152,3337,,0,0
11/08/24 21:25,11/09/24 05:25,2,2,1,6360,7587,932,1155,3316,,0,0
11/08/24 21:30,11/09/24 05:30,2,2,1,6331,7556,929,1152,3308,,0,0
11/08/24 21:35,11/09/24 05:35,2,2,1,6341,7563,926,1150,3300,,0,0
11/08/24 21:40,11/09/24 05:40,2,2,1,6317,7547,925,1149,3305,,0,0
11/08/24 21:45,11/09/24 05:45,2,2,1,6286,7632,920,1149,3417,,0,0
11/08/24 21:50,11/09/24 05:50,2,2,1,6292,7713,917,1149,3489,,0,0
11/08/24 21:55,11/09/24 05:55,2,2,1,6268,7618,910,1149,3411,,0,0
11/08/24 22:00,11/09/24 06:00,2,2,1,6236,7201,897,1152,3015,,0,0
11/08/24 22:05,11/09/24 06:05,2,2,1,6173,6948,876,1149,2801,,0,0
11/08/24 22:10,11/09/24 06:10,3,2,1,6147,6842,870,1152,2719,,0,0
11/08/24 22:15,11/09/24 06:15,3,2,1,6119,6649,867,1150,2550,,0,0
11/08/24 22:20,11/09/24 06:20,3,2,1,6114,6664,862,1149,2563,,0,0
11/08/24 22:25,11/09/24 06:25,3,2,1,6090,6671,860,1152,2595,,0,0
11/08/24 22:30,11/09/24 06:30,3,2,1,6037,6645,861,1150,2621,,0,0
11/08/24 22:35,11/09/24 06:35,3,2,1,6030,6636,861,1152,2622,,0,0
11/08/24 22:40,11/09/24 06:40,3,2,1,5999,6586,862,1152,2603,,0,0
11/08/24 22:45,11/09/24 06:45,2,2,1,6000,6584,861,1152,2599,,0,0
11/08/24 22:50,11/09/24 06:50,2,2,1,5980,6567,862,1152,2602,,0,0
11/08/24 22:55,11/09/24 06:55,2,2,1,6026,6576,860,1152,2565,,0,0
11/08/24 23:00,11/09/24 07:00,2,2,1,5920,6454,863,1152,2550,,0,0
11/08/24 23:05,11/09/24 07:05,2,2,1,5911,6381,862,1152,2486,,0,0
11/08/24 23:10,11/09/24 07:10,2,2,1,5904,6316,862,1152,2427,,0,0
11/08/24 23:15,11/09/24 07:15,2,2,1,5858,6214,862,1152,2371,,0,0
11/08/24 23:20,11/09/24 07:20,2,2,1,5852,6185,863,1156,2352,,0,0
11/08/24 23:25,11/09/24 07:25,2,2,1,5816,6139,862,1155,2341,,0,0
11/08/24 23:30,11/09/24 07:30,2,2,1,5797,6178,866,1149,2397,,0,0
11/08/24 23:35,11/09/24 07:35,2,2,1,5770,6169,868,1152,2421,,0,0
11/08/24 23:40,11/09/24 07:40,2,2,1,5771,6148,870,1152,2399,,0,0
11/08/24 23:45,11/09/24 07:45,2,2,1,5757,6180,873,1157,2455,,0,0
11/08/24 23:50,11/09/24 07:50,2,1,1,5752,6149,872,1152,2423,,0,0
11/08/24 23:55,11/09/24 07:55,2,1,1,5703,6168,776,1150,2391,,0,0
11/09/24 00:00,11/09/24 08:00,2,1,1,5702,6411,661,1152,2522,,0,0
11/09/24 00:05,11/09/24 08:05,2,1,1,5711,6651,587,1152,2681,,0,0
11/09/24 00:10,11/09/24 08:10,2,1,1,5716,6812,495,1152,2745,,0,0
11/09/24 00:15,11/09/24 08:15,2,1,1,5704,6958,481,1149,2885,,0,0
11/09/24 00:20,11/09/24 08:20,2,1,1,5706,6986,481,1157,2920,,0,0
11/09/24 00:25,11/09/24 08:25,2,2,1,5680,6962,483,1152,2918,,0,0
11/09/24 00:30,11/09/24 08:30,3,1,1,5684,6960,482,1152,2912,,0,0
11/09/24 00:35,11/09/24 08:35,3,1,1,5694,6962,482,1152,2903,,0,0
11/09/24 00:40,11/09/24 08:40,3,1,1,5663,6920,481,1152,2891,,0,0
11/09/24 00:45,11/09/24 08:45,3,2,1,5633,6932,480,1152,2934,,0,0
11/09/24 00:50,11/09/24 08:50,3,2,1,5646,6945,481,1152,2933,,0,0
11/09/24 00:55,11/09/24 08:55,3,1,1,5621,6968,478,1152,2978,,0,0
11/09/24 01:00,11/09/24 09:00,4,1,1,5646,6891,477,1152,2876,,0,0
11/09/24 01:05,11/09/24 09:05,6,1,1,5653,6926,478,1152,2904,,0,0
11/09/24 01:10,11/09/24 09:10,7,1,1,5633,6895,477,1156,2896,,0,0
11/09/24 01:15,11/09/24 09:15,7,1,1,5628,6834,476,1152,2835,,0,0
11/09/24 01:20,11/09/24 09:20,7,1,1,5642,6809,477,1153,2798,,0,0
11/09/24 01:25,11/09/24 09:25,7,2,1,5634,6819,478,1152,2816,,0,0
11/09/24 01:30,11/09/24 09:30,7,2,4,5625,6759,477,1152,2767,,0,0
11/09/24 01:35,11/09/24 09:35,7,2,4,5602,6724,475,1152,2753,,0,0
11/09/24 01:40,11/09/24 09:40,7,3,1,5585,6713,476,1152,2758,,0,0
11/09/24 01:45,11/09/24 09:45,6,4,1,5591,6704,478,1152,2745,,0,0
11/09/24 01:50,11/09/24 09:50,6,2,1,5602,6703,480,1152,2734,,0,0
11/09/24 01:55,11/09/24 09:55,6,1,1,5557,6681,479,1152,2756,,0,0
11/09/24 02:00,11/09/24 10:00,6,1,1,5534,6591,479,1152,2689,,0,0
11/09/24 02:05,11/09/24 10:05,5,1,1,5569,6672,479,1152,2736,,0,0
11/09/24 02:10,11/09/24 10:10,4,1,1,5560,6729,478,1156,2805,,0,0
11/09/24 02:15,11/09/24 10:15,4,1,1,5583,6674,478,1152,2722,,0,0
11/09/24 02:20,11/09/24 10:20,4,1,1,5557,6659,479,1155,2738,,0,0
11/09/24 02:25,11/09/24 10:25,4,2,1,5558,6666,478,1152,2740,,0,0
11/09/24 02:30,11/09/24 10:30,4,1,1,5563,6699,479,1152,2768,,0,0
11/09/24 02:35,11/09/24 10:35,4,2,1,5560,6726,478,1152,2797,,0,0
11/09/24 02:40,11/09/24 10:40,4,2,1,5563,6712,478,1155,2783,,0,0
11/09/24 02:45,11/09/24 10:45,4,1,1,5547,6724,477,1152,2808,,0,0
11/09/24 02:50,11/09/24 10:50,4,1,1,5544,6687,475,1152,2768,,0,0
11/09/24 02:55,11/09/24 10:55,4,1,1,5561,6711,476,1155,2782,,0,0
11/09/24 03:00,11/09/24 11:00,4,2,1,5554,6704,475,1152,2779,,0,0
11/09/24 03:05,11/09/24 11:05,4,1,1,5587,6690,477,1152,2733,,0,0
11/09/24 03:10,11/09/24 11:10,4,1,1,5624,6723,476,1155,2731,,0,0
11/09/24 03:15,11/09/24 11:15,4,2,1,5590,6762,478,1155,2807,,0,0
11/09/24 03:20,11/09/24 11:20,4,2,1,5592,6740,479,1152,2779,,0,0
11/09/24 03:25,11/09/24 11:25,4,2,2,5596,6748,478,1152,2784,,0,0
11/09/24 03:30,11/09/24 11:30,4,1,2,5593,6770,478,1152,2808,,0,0
11/09/24 03:35,11/09/24 11:35,4,1,2,5610,6777,479,1155,2802,,0,0
11/09/24 03:40,11/09/24 11:40,4,3,2,5600,6763,477,1152,2794,,0,0
11/09/24 03:45,11/09/24 11:45,4,2,2,5597,6745,476,1155,2781,,0,0
11/09/24 03:50,11/09/24 11:50,4,2,2,5600,6661,475,1156,2694,,0,0
11/09/24 03:55,11/09/24 11:55,4,2,2,5635,6724,475,1152,2717,,0,0
11/09/24 04:00,11/09/24 12:00,4,2,2,5652,6789,477,1156,2770,,0,0
11/09/24 04:05,11/09/24 12:05,4,1,2,5632,6863,477,1155,2864,,0,0
11/09/24 04:10,11/09/24 12:10,4,1,2,5637,6879,478,1152,2873,,0,0
11/09/24 04:15,11/09/24 12:15,4,1,2,5647,6875,476,1152,2859,,0,0
11/09/24 04:20,11/09/24 12:20,4,1,2,5663,6914,475,1152,2879,,0,0
11/09/24 04:25,11/09/24 12:25,3,1,2,5693,7004,475,1152,2939,,0,0
11/09/24 04:30,11/09/24 12:30,3,1,2,5696,6974,474,1152,2907,,0,0
11/09/24 04:35,11/09/24 12:35,3,1,2,5723,7007,476,1152,2913,,0,0
11/09/24 04:40,11/09/24 12:40,3,1,2,5727,6983,475,1150,2883,,0,0
11/09/24 04:45,11/09/24 12:45,3,1,2,5749,6989,475,1152,2869,,0,0
11/09/24 04:50,11/09/24 12:50,3,1,2,5778,7050,478,1152,2902,,0,0
11/09/24 04:55,11/09/24 12:55,3,2,2,5784,7033,478,1153,2883,,0,0
11/09/24 05:00,11/09/24 13:00,3,2,2,5814,7108,475,1152,2923,,0,0
11/09/24 05:05,11/09/24 13:05,3,2,2,5835,7110,478,1152,2908,,0,0
11/09/24 05:10,11/09/24 13:10,3,1,3,5869,7119,479,1152,2884,,0,0
11/09/24 05:15,11/09/24 13:15,3,2,2,5893,7138,480,1157,2884,,0,0
11/09/24 05:20,11/09/24 13:20,3,3,2,5891,7110,482,1152,2856,,0,0
11/09/24 05:25,11/09/24 13:25,3,2,2,5927,7229,481,1152,2937,,0,0
11/09/24 05:30,11/09/24 13:30,3,2,2,5946,7178,483,1152,2870,,0,0
11/09/24 05:35,11/09/24 13:35,3,2,4,5971,7246,485,1152,2917,,0,0
11/09/24 05:40,11/09/24 13:40,3,3,4,6008,7329,486,1152,2964,,0,0
11/09/24 05:45,11/09/24 13:45,3,4,7,6000,7383,487,1153,3030,,0,0
11/09/24 05:50,11/09/24 13:50,3,4,10,6024,7368,486,1153,2994,,0,0
11/09/24 05:55,11/09/24 13:55,3,6,11,6061,7432,488,1157,3028,,0,0
11/09/24 06:00,11/09/24 14:00,3,9,11,6054,7660,487,1152,3258,,0,0
11/09/24 06:05,11/09/24 14:05,3,12,14,6163,7794,488,1152,3286,,0,0
11/09/24 06:10,11/09/24 14:10,4,12,8,6201,7914,487,1157,3366,,0,0
11/09/24 06:15,11/09/24 14:15,4,11,4,6234,7935,490,1158,3353,,0,0
11/09/24 06:20,11/09/24 14:20,4,10,4,6238,7980,487,1158,3393,,0,0
11/09/24 06:25,11/09/24 14:25,4,7,3,6268,7974,490,1152,3351,,0,0
11/09/24 06:30,11/09/24 14:30,4,4,2,6280,7986,490,1159,3358,,0,0
11/09/24 06:35,11/09/24 14:35,4,4,3,6310,7966,491,1152,3302,,0,0
11/09/24 06:40,11/09/24 14:40,4,3,3,6324,7882,492,1152,3205,,0,0
11/09/24 06:45,11/09/24 14:45,4,3,5,6316,7698,491,1152,3030,,0,0
11/09/24 06:50,11/09/24 14:50,4,3,5,6374,7593,491,1152,2867,,0,0
11/09/24 06:55,11/09/24 14:55,4,4,8,6388,7522,491,1152,2785,4,0,0
11/09/24 07:00,11/09/24 15:00,4,5,6,6395,7666,491,1152,2923,7,0,1
11/09/24 07:05,11/09/24 15:05,5,7,7,6469,7787,492,1152,2971,11,1,2
11/09/24 07:10,11/09/24 15:10,6,7,8,6482,7815,492,1152,2991,15,2,4
11/09/24 07:15,11/09/24 15:15,6,5,9,6504,7842,490,1157,3001,15,3,7
11/09/24 07:20,11/09/24 15:20,6,7,10,6524,7774,492,1152,2913,15,4,9
11/09/24 07:25,11/09/24 15:25,6,9,11,6558,7794,492,1152,2900,15,5,8
11/09/24 07:30,11/09/24 15:30,6,10,12,6558,7783,492,1152,2894,15,7,12
11/09/24 07:35,11/09/24 15:35,6,11,12,6601,7764,493,1155,2838,15,12,16
11/09/24 07:40,11/09/24 15:40,6,13,12,6584,7778,493,1152,2870,15,15,18
11/09/24 07:45,11/09/24 15:45,7,12,12,6633,7706,493,1150,2744,16,22,16
11/09/24 07:50,11/09/24 15:50,7,12,9,6632,7801,493,1157,2847,16,23,18
11/09/24 07:55,11/09/24 15:55,7,12,10,6660,7823,493,1152,2839,20,21,19
11/09/24 08:00,11/09/24 16:00,8,11,11,6690,7863,493,1152,2851,25,20,22
11/09/24 08:05,11/09/24 16:05,9,10,12,6691,7899,491,1152,2889,30,23,25
11/09/24 08:10,11/09/24 16:10,10,11,15,6705,7882,491,1154,2865,35,26,29
